MSA_FIPS,MSA,MSA_Short_Name,County_FIPS,County,Population,Hospitals,Beds
10580,"Albany-Schenectady-Troy, NY",Albany,36093,"Schenectady, NY",155299,4,615
10580,"Albany-Schenectady-Troy, NY",Albany,36095,"Schoharie, NY",30999,1,40
35620,"New York-Newark-Jersey City, NY-NJ-PA",NYC,36103,"Suffolk, NY",1476601,14,3660
13780,"Binghamton, NY","Binghamton, NY",36107,"Tioga, NY",48203,0,0
27060,"Ithaca, NY","Ithaca, NY",36109,"Tompkins, NY",102180,1,212
28740,"Kingston, NY","Kingston, NY",36111,"Ulster, NY",177573,3,325
24020,"Glens Falls, NY","Glens Falls, NY",36113,"Warren, NY",63944,1,410
24020,"Glens Falls, NY","Glens Falls, NY",36115,"Washington, NY",61204,0,0
40380,"Rochester, NY",Rochester,36117,"Wayne, NY",89918,1,120
35620,"New York-Newark-Jersey City, NY-NJ-PA",NYC,36119,"Westchester, NY",967506,18,3312
40380,"Rochester, NY",Rochester,36123,"Yates, NY",24913,1,25
15500,"Burlington, NC","Burlington, NC",37001,"Alamance, NC",169509,1,238
25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC",37003,"Alexander, NC",37497,1,25
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37007,"Anson, NC",24446,2,162
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",37019,"Brunswick, NC",142820,3,234
11700,"Asheville, NC","Asheville, NC",37021,"Buncombe, NC",261191,4,954
25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC",37023,"Burke, NC",90485,2,446
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37025,"Cabarrus, NC",216453,2,497
25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC",37027,"Caldwell, NC",82178,1,110
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,37029,"Camden, NC",10867,0,0
25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC",37035,"Catawba, NC",159551,2,613
20500,"Durham-Chapel Hill, NC",Chapel Hill,37037,"Chatham, NC",74470,1,25
35100,"New Bern, NC","New Bern, NC",37049,"Craven, NC",102139,2,427
22180,"Fayetteville, NC","Fayetteville, NC",37051,"Cumberland, NC",335509,4,820
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,37053,"Currituck, NC",27763,0,0
49180,"Winston-Salem, NC","Winston-Salem, NC",37057,"Davidson, NC",167609,2,243
49180,"Winston-Salem, NC","Winston-Salem, NC",37059,"Davie, NC",42846,2,131
20500,"Durham-Chapel Hill, NC",Chapel Hill,37063,"Durham, NC",321488,6,1514
40580,"Rocky Mount, NC","Rocky Mount, NC",37065,"Edgecombe, NC",51472,1,117
49180,"Winston-Salem, NC","Winston-Salem, NC",37067,"Forsyth, NC",382295,6,2009
39580,"Raleigh-Cary, NC",Raleigh,37069,"Franklin, NC",69685,1,83
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37071,"Gaston, NC",224529,2,475
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,37073,"Gates, NC",11562,0,0
20500,"Durham-Chapel Hill, NC",Chapel Hill,37077,"Granville, NC",60443,1,142
24660,"Greensboro-High Point, NC",Greensboro,37081,"Guilford, NC",537174,7,1833
22180,"Fayetteville, NC","Fayetteville, NC",37085,"Harnett, NC",135976,2,167
11700,"Asheville, NC","Asheville, NC",37087,"Haywood, NC",62317,1,190
11700,"Asheville, NC","Asheville, NC",37089,"Henderson, NC",117417,2,325
22180,"Fayetteville, NC","Fayetteville, NC",37093,"Hoke, NC",55234,2,49
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37097,"Iredell, NC",181806,3,501
39580,"Raleigh-Cary, NC",Raleigh,37101,"Johnston, NC",209339,1,199
35100,"New Bern, NC","New Bern, NC",37103,"Jones, NC",9419,0,0
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37109,"Lincoln, NC",86111,1,101
11700,"Asheville, NC","Asheville, NC",37115,"Madison, NC",21755,0,0
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37119,"Mecklenburg, NC",1110356,13,2949
40580,"Rocky Mount, NC","Rocky Mount, NC",37127,"Nash, NC",94298,2,403
48900,"Wilmington, NC","Wilmington, NC",37129,"New Hanover, NC",234473,2,846
27340,"Jacksonville, NC","Jacksonville, NC",37133,"Onslow, NC",197938,3,316
20500,"Durham-Chapel Hill, NC",Chapel Hill,37135,"Orange, NC",148476,1,896
35100,"New Bern, NC","New Bern, NC",37137,"Pamlico, NC",12726,0,0
48900,"Wilmington, NC","Wilmington, NC",37141,"Pender, NC",63060,1,86
20500,"Durham-Chapel Hill, NC",Chapel Hill,37145,"Person, NC",39490,1,110
24780,"Greenville, NC","Greenville, NC",37147,"Pitt, NC",180742,1,909
24660,"Greensboro-High Point, NC",Greensboro,37151,"Randolph, NC",143667,1,145
24660,"Greensboro-High Point, NC",Greensboro,37157,"Rockingham, NC",91010,2,352
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37159,"Rowan, NC",142088,2,345
49180,"Winston-Salem, NC","Winston-Salem, NC",37169,"Stokes, NC",45591,1,93
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,37179,"Union, NC",239859,1,227
39580,"Raleigh-Cary, NC",Raleigh,37183,"Wake, NC",1111761,8,2012
24140,"Goldsboro, NC","Goldsboro, NC",37191,"Wayne, NC",123131,1,316
49180,"Winston-Salem, NC","Winston-Salem, NC",37197,"Yadkin, NC",37667,1,22
13900,"Bismarck, ND","Bismarck, ND",38015,"Burleigh, ND",95626,2,510
22020,"Fargo, ND-MN","Fargo, ND-MN",38017,"Cass, ND",181923,8,1416
24220,"Grand Forks, ND-MN","Grand Forks, ND-MN",38035,"Grand Forks, ND",69451,5,641
13900,"Bismarck, ND","Bismarck, ND",38059,"Morton, ND",31364,1,41
13900,"Bismarck, ND","Bismarck, ND",38065,"Oliver, ND",1959,0,0
30620,"Lima, OH","Lima, OH",39003,"Allen, OH",102351,5,830
48540,"Wheeling, WV-OH","Wheeling, WV-OH",39013,"Belmont, OH",67006,4,300
17140,"Cincinnati, OH-KY-IN",Cincinnati,39015,"Brown, OH",43432,1,921
17140,"Cincinnati, OH-KY-IN",Cincinnati,39017,"Butler, OH",383134,8,879
15940,"Canton-Massillon, OH","Canton-Massillon, OH",39019,"Carroll, OH",26914,0,0
44220,"Springfield, OH","Springfield, OH",39023,"Clark, OH",134083,5,448
17140,"Cincinnati, OH-KY-IN",Cincinnati,39025,"Clermont, OH",206428,1,148
17460,"Cleveland-Elyria, OH",Cleveland,39035,"Cuyahoga, OH",1235072,29,8599
18140,"Columbus, OH",Columbus,39041,"Delaware, OH",209177,3,289
18140,"Columbus, OH",Columbus,39045,"Fairfield, OH",157574,2,255
18140,"Columbus, OH",Columbus,39049,"Franklin, OH",1316756,24,6530
45780,"Toledo, OH","Toledo, OH",39051,"Fulton, OH",42126,1,117
17460,"Cleveland-Elyria, OH",Cleveland,39055,"Geauga, OH",93649,2,281
19430,"Dayton-Kettering, OH",Dayton,39057,"Greene, OH",168937,3,253
17140,"Cincinnati, OH-KY-IN",Cincinnati,39061,"Hamilton, OH",817473,24,5595
18140,"Columbus, OH",Columbus,39073,"Hocking, OH",28264,1,30
48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH",39081,"Jefferson, OH",65325,4,560
17460,"Cleveland-Elyria, OH",Cleveland,39085,"Lake, OH",230149,3,561
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",39087,"Lawrence, OH",59463,1,8
18140,"Columbus, OH",Columbus,39089,"Licking, OH",176862,4,339
17460,"Cleveland-Elyria, OH",Cleveland,39093,"Lorain, OH",309833,8,1120
45780,"Toledo, OH","Toledo, OH",39095,"Lucas, OH",428348,14,3511
18140,"Columbus, OH",Columbus,39097,"Madison, OH",44731,1,94
49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",39099,"Mahoning, OH",228683,10,1524
17460,"Cleveland-Elyria, OH",Cleveland,39103,"Medina, OH",179746,3,241
19430,"Dayton-Kettering, OH",Dayton,39109,"Miami, OH",106987,1,193
19430,"Dayton-Kettering, OH",Dayton,39113,"Montgomery, OH",531687,17,3458
18140,"Columbus, OH",Columbus,39117,"Morrow, OH",35328,1,22
45780,"Toledo, OH","Toledo, OH",39123,"Ottawa, OH",40525,1,25
18140,"Columbus, OH",Columbus,39127,"Perry, OH",36134,0,0
18140,"Columbus, OH",Columbus,39129,"Pickaway, OH",58457,1,82
10420,"Akron, OH","Akron, OH",39133,"Portage, OH",162466,1,302
31900,"Mansfield, OH","Mansfield, OH",39139,"Richland, OH",121154,4,508
15940,"Canton-Massillon, OH","Canton-Massillon, OH",39151,"Stark, OH",370606,8,1817
10420,"Akron, OH","Akron, OH",39153,"Summit, OH",541013,12,2896
49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",39155,"Trumbull, OH",197974,5,693
18140,"Columbus, OH",Columbus,39159,"Union, OH",58988,1,97
17140,"Cincinnati, OH-KY-IN",Cincinnati,39165,"Warren, OH",234602,4,455
45780,"Toledo, OH","Toledo, OH",39173,"Wood, OH",130817,1,196
36420,"Oklahoma City, OK",Oklahoma City,40017,"Canadian, OK",148306,2,123
36420,"Oklahoma City, OK",Oklahoma City,40027,"Cleveland, OK",284014,6,857
30020,"Lawton, OK","Lawton, OK",40031,"Comanche, OK",120749,5,615
30020,"Lawton, OK","Lawton, OK",40033,"Cotton, OK",5666,0,0
46140,"Tulsa, OK",Tulsa,40037,"Creek, OK",71522,3,95
21420,"Enid, OK","Enid, OK",40047,"Garfield, OK",61056,3,436
36420,"Oklahoma City, OK",Oklahoma City,40051,"Grady, OK",55834,1,99
36420,"Oklahoma City, OK",Oklahoma City,40081,"Lincoln, OK",34877,2,50
36420,"Oklahoma City, OK",Oklahoma City,40083,"Logan, OK",48011,1,25
36420,"Oklahoma City, OK",Oklahoma City,40087,"McClain, OK",40474,1,39
36420,"Oklahoma City, OK",Oklahoma City,40109,"Oklahoma, OK",797434,30,4778
46140,"Tulsa, OK",Tulsa,40111,"Okmulgee, OK",38465,4,137
46140,"Tulsa, OK",Tulsa,40113,"Osage, OK",46963,2,40
46140,"Tulsa, OK",Tulsa,40117,"Pawnee, OK",16376,1,14
46140,"Tulsa, OK",Tulsa,40131,"Rogers, OK",92459,2,158
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK",40135,"Sequoyah, OK",41569,1,26
46140,"Tulsa, OK",Tulsa,40143,"Tulsa, OK",651552,23,3832
46140,"Tulsa, OK",Tulsa,40145,"Wagoner, OK",81289,1,100
18700,"Corvallis, OR","Corvallis, OR",41003,"Benton, OR",93053,1,164
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",41005,"Clackamas, OR",418187,4,551
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",41009,"Columbia, OR",52354,0,0
13460,"Bend, OR","Bend, OR",41017,"Deschutes, OR",197692,2,308
32780,"Medford, OR","Medford, OR",41029,"Jackson, OR",220944,3,545
24420,"Grants Pass, OR","Grants Pass, OR",41033,"Josephine, OR",87487,1,125
21660,"Eugene-Springfield, OR","Eugene-Springfield, OR",41039,"Lane, OR",382067,6,685
10540,"Albany-Lebanon, OR","Albany-Lebanon, OR",41043,"Linn, OR",129749,2,98
41420,"Salem, OR","Salem, OR",41047,"Marion, OR",347818,4,496
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",41051,"Multnomah, OR",812855,12,2363
41420,"Salem, OR","Salem, OR",41053,"Polk, OR",86085,1,15
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",41067,"Washington, OR",601592,5,946
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",41071,"Yamhill, OR",107100,2,128
23900,"Gettysburg, PA","Gettysburg, PA",42001,"Adams, PA",103009,1,76
38300,"Pittsburgh, PA",Pittsburgh,42003,"Allegheny, PA",1216045,32,7929
38300,"Pittsburgh, PA",Pittsburgh,42005,"Armstrong, PA",64735,1,155
38300,"Pittsburgh, PA",Pittsburgh,42007,"Beaver, PA",163929,2,396
39740,"Reading, PA","Reading, PA",42011,"Berks, PA",421164,6,1247
11020,"Altoona, PA","Altoona, PA",42013,"Blair, PA",121829,5,598
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42017,"Bucks, PA",628270,10,1376
38300,"Pittsburgh, PA",Pittsburgh,42019,"Butler, PA",187853,3,450
27780,"Johnstown, PA","Johnstown, PA",42021,"Cambria, PA",130192,4,594
10900,"Allentown-Bethlehem-Easton, PA-NJ",Allentown,42025,"Carbon, PA",64182,2,155
44300,"State College, PA","State College, PA",42027,"Centre, PA",162385,3,438
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42029,"Chester, PA",524989,10,1286
14100,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA",42037,"Columbia, PA",64964,2,173
25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",42041,"Cumberland, PA",253370,5,658
25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",42043,"Dauphin, PA",278299,8,1497
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42045,"Delaware, PA",566747,8,1316
21500,"Erie, PA","Erie, PA",42049,"Erie, PA",269728,9,1223
38300,"Pittsburgh, PA",Pittsburgh,42051,"Fayette, PA",129274,2,283
16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA",42055,"Franklin, PA",155027,3,416
42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA",42069,"Lackawanna, PA",209674,6,1104
29540,"Lancaster, PA","Lancaster, PA",42071,"Lancaster, PA",545724,5,1191
30140,"Lebanon, PA","Lebanon, PA",42075,"Lebanon, PA",141793,3,484
10900,"Allentown-Bethlehem-Easton, PA-NJ",Allentown,42077,"Lehigh, PA",369318,10,2014
42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA",42079,"Luzerne, PA",317417,8,1247
48700,"Williamsport, PA","Williamsport, PA",42081,"Lycoming, PA",113299,4,302
49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",42085,"Mercer, PA",109424,5,598
20700,"East Stroudsburg, PA","East Stroudsburg, PA",42089,"Monroe, PA",170271,2,312
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42091,"Montgomery, PA",830915,16,3580
14100,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA",42093,"Montour, PA",18230,4,656
10900,"Allentown-Bethlehem-Easton, PA-NJ",Allentown,42095,"Northampton, PA",305285,3,439
25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",42099,"Perry, PA",46272,0,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42101,"Philadelphia, PA",1584064,35,8618
35620,"New York-Newark-Jersey City, NY-NJ-PA",NYC,42103,"Pike, PA",55809,0,0
38300,"Pittsburgh, PA",Pittsburgh,42125,"Washington, PA",206865,4,602
38300,"Pittsburgh, PA",Pittsburgh,42129,"Westmoreland, PA",348899,6,1166
42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA",42131,"Wyoming, PA",26794,1,48
49620,"York-Hanover, PA","York-Hanover, PA",42133,"York, PA",449058,7,998
39300,"Providence-Warwick, RI-MA",Providence,44001,"Bristol, RI",48479,0,0
39300,"Providence-Warwick, RI-MA",Providence,44003,"Kent, RI",164292,1,359
39300,"Providence-Warwick, RI-MA",Providence,44005,"Newport, RI",82082,2,206
39300,"Providence-Warwick, RI-MA",Providence,44007,"Providence, RI",638931,15,3426
39300,"Providence-Warwick, RI-MA",Providence,44009,"Washington, RI",125577,2,225
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",45003,"Aiken, SC",170872,1,245
24860,"Greenville-Anderson, SC","Greenvile, SC",45007,"Anderson, SC",202558,4,755
25940,"Hilton Head Island-Bluffton, SC","Hilton Head Island-Bluffton, SC",45013,"Beaufort, SC",192122,3,367
16700,"Charleston-North Charleston, SC",Charleston,45015,"Berkeley, SC",227907,0,0
17900,"Columbia, SC","Columbia, SC",45017,"Calhoun, SC",14553,0,0
16700,"Charleston-North Charleston, SC",Charleston,45019,"Charleston, SC",411406,11,2166
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,45023,"Chester, SC",32244,1,82
44940,"Sumter, SC","Sumter, SC",45027,"Clarendon, SC",33745,2,89
22500,"Florence, SC","Florence, SC",45031,"Darlington, SC",66618,2,188
16700,"Charleston-North Charleston, SC",Charleston,45035,"Dorchester, SC",162809,2,104
12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",45037,"Edgefield, SC",27260,1,25
17900,"Columbia, SC","Columbia, SC",45039,"Fairfield, SC",22347,1,25
22500,"Florence, SC","Florence, SC",45041,"Florence, SC",138293,7,1025
24860,"Greenville-Anderson, SC","Greenvile, SC",45045,"Greenville, SC",523542,12,1760
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",45051,"Horry, SC",354081,5,753
25940,"Hilton Head Island-Bluffton, SC","Hilton Head Island-Bluffton, SC",45053,"Jasper, SC",30073,1,41
17900,"Columbia, SC","Columbia, SC",45055,"Kershaw, SC",66551,1,121
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,45057,"Lancaster, SC",98012,1,211
24860,"Greenville-Anderson, SC","Greenvile, SC",45059,"Laurens, SC",67493,1,76
17900,"Columbia, SC","Columbia, SC",45063,"Lexington, SC",298750,3,556
24860,"Greenville-Anderson, SC","Greenvile, SC",45077,"Pickens, SC",126884,2,164
17900,"Columbia, SC","Columbia, SC",45079,"Richland, SC",415759,16,2739
17900,"Columbia, SC","Columbia, SC",45081,"Saluda, SC",20473,0,0
43900,"Spartanburg, SC","Spartanburg, SC",45083,"Spartanburg, SC",319785,6,943
44940,"Sumter, SC","Sumter, SC",45085,"Sumter, SC",106721,1,283
16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,45091,"York, SC",280979,2,334
43620,"Sioux Falls, SD","Sioux Falls, SD",46083,"Lincoln, SD",61128,5,272
43620,"Sioux Falls, SD","Sioux Falls, SD",46087,"McCook, SD",5586,0,0
39660,"Rapid City, SD","Rapid City, SD",46093,"Meade, SD",28332,2,102
43620,"Sioux Falls, SD","Sioux Falls, SD",46099,"Minnehaha, SD",193134,8,1251
39660,"Rapid City, SD","Rapid City, SD",46103,"Pennington, SD",113775,6,586
43620,"Sioux Falls, SD","Sioux Falls, SD",46125,"Turner, SD",8384,1,12
43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD",46127,"Union, SD",15932,1,38
28940,"Knoxville, TN",Knoxville,47001,"Anderson, TN",76978,1,301
28940,"Knoxville, TN",Knoxville,47009,"Blount, TN",133088,2,471
17420,"Cleveland, TN","Cleveland, TN",47011,"Bradley, TN",108110,2,348
28940,"Knoxville, TN",Knoxville,47013,"Campbell, TN",39842,2,120
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47015,"Cannon, TN",14678,1,60
27740,"Johnson City, TN","Johnson City, TN",47019,"Carter, TN",56391,1,121
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47021,"Cheatham, TN",40667,1,12
27180,"Jackson, TN","Jackson, TN",47023,"Chester, TN",17297,0,0
27180,"Jackson, TN","Jackson, TN",47033,"Crockett, TN",14230,0,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47037,"Davidson, TN",694144,15,4566
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47043,"Dickson, TN",53948,1,157
32820,"Memphis, TN-MS-AR",Memphis,47047,"Fayette, TN",41133,1,10
27180,"Jackson, TN","Jackson, TN",47053,"Gibson, TN",49133,3,132
34100,"Morristown, TN","Morristown, TN",47057,"Grainger, TN",23320,0,0
34100,"Morristown, TN","Morristown, TN",47063,"Hamblen, TN",64934,2,278
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",47065,"Hamilton, TN",367804,13,1889
28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",47073,"Hawkins, TN",56786,1,50
34100,"Morristown, TN","Morristown, TN",47089,"Jefferson, TN",54495,1,54
28940,"Knoxville, TN",Knoxville,47093,"Knox, TN",470313,13,2386
28940,"Knoxville, TN",Knoxville,47105,"Loudon, TN",54068,1,50
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47111,"Macon, TN",24602,1,25
27180,"Jackson, TN","Jackson, TN",47113,"Madison, TN",97984,3,835
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",47115,"Marion, TN",28907,1,68
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47119,"Maury, TN",96387,1,255
17300,"Clarksville, TN-KY","Clarksville, TN-KY",47125,"Montgomery, TN",208993,2,347
28940,"Knoxville, TN",Knoxville,47129,"Morgan, TN",21403,0,0
17420,"Cleveland, TN","Cleveland, TN",47139,"Polk, TN",16832,1,25
28940,"Knoxville, TN",Knoxville,47145,"Roane, TN",53382,2,90
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47147,"Robertson, TN",71813,1,109
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47149,"Rutherford, TN",332285,4,541
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",47153,"Sequatchie, TN",15026,0,0
32820,"Memphis, TN-MS-AR",Memphis,47157,"Shelby, TN",937166,23,5491
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47159,"Smith, TN",20157,1,35
17300,"Clarksville, TN-KY","Clarksville, TN-KY",47161,"Stewart, TN",13715,0,0
28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",47163,"Sullivan, TN",158348,5,1175
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47165,"Sumner, TN",191283,3,441
32820,"Memphis, TN-MS-AR",Memphis,47167,"Tipton, TN",61599,1,100
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47169,"Trousdale, TN",11284,1,25
27740,"Johnson City, TN","Johnson City, TN",47171,"Unicoi, TN",17883,1,83
28940,"Knoxville, TN",Knoxville,47173,"Union, TN",19972,0,0
27740,"Johnson City, TN","Johnson City, TN",47179,"Washington, TN",129375,8,1080
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47187,"Williamson, TN",238412,2,225
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,47189,"Wilson, TN",144657,2,322
48660,"Wichita Falls, TX","Wichita Falls, TX",48009,"Archer, TX",8553,0,0
11100,"Amarillo, TX","Amarillo, TX",48011,"Armstrong, TX",1887,0,0
41700,"San Antonio-New Braunfels, TX",San Antonio,48013,"Atascosa, TX",51153,1,67
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48015,"Austin, TX",30032,1,32
41700,"San Antonio-New Braunfels, TX",San Antonio,48019,"Bandera, TX",23112,0,0
12420,"Austin-Round Rock-Georgetown, TX",Austin,48021,"Bastrop, TX",88723,14,838
28660,"Killeen-Temple, TX","Killeen-Temple, TX",48027,"Bell, TX",362924,10,1322
41700,"San Antonio-New Braunfels, TX",San Antonio,48029,"Bexar, TX",2003554,47,8258
45500,"Texarkana, TX-AR","Texarkana, TX-AR",48037,"Bowie, TX",93245,6,841
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48039,"Brazoria, TX",374264,5,357
17780,"College Station-Bryan, TX","College Station-Bryan, TX",48041,"Brazos, TX",229211,6,658
17780,"College Station-Bryan, TX","College Station-Bryan, TX",48051,"Burleson, TX",18443,1,25
12420,"Austin-Round Rock-Georgetown, TX",Austin,48055,"Caldwell, TX",43664,2,59
10180,"Abilene, TX","Abilene, TX",48059,"Callahan, TX",13943,0,0
15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX",48061,"Cameron, TX",423163,11,1596
11100,"Amarillo, TX","Amarillo, TX",48065,"Carson, TX",5926,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48071,"Chambers, TX",43837,2,39
48660,"Wichita Falls, TX","Wichita Falls, TX",48077,"Clay, TX",10471,1,25
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48085,"Collin, TX",1034730,28,2665
41700,"San Antonio-New Braunfels, TX",San Antonio,48091,"Comal, TX",156209,5,348
28660,"Killeen-Temple, TX","Killeen-Temple, TX",48099,"Coryell, TX",75951,1,25
31180,"Lubbock, TX","Lubbock, TX",48107,"Crosby, TX",5737,1,25
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48113,"Dallas, TX",2635516,58,9461
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48121,"Denton, TX",887207,19,1576
36220,"Odessa, TX","Odessa, TX",48135,"Ector, TX",166223,5,1016
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48139,"Ellis, TX",184826,3,233
21340,"El Paso, TX","El Paso, TX",48141,"El Paso, TX",839238,17,2543
47380,"Waco, TX","Waco, TX",48145,"Falls, TX",17297,1,36
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48157,"Fort Bend, TX",811688,12,1105
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48167,"Galveston, TX",342139,4,711
47020,"Victoria, TX","Victoria, TX",48175,"Goliad, TX",7658,0,0
43300,"Sherman-Denison, TX","Sherman-Denison, TX",48181,"Grayson, TX",136212,8,602
30980,"Longview, TX","Longview, TX",48183,"Gregg, TX",123945,6,846
41700,"San Antonio-New Braunfels, TX",San Antonio,48187,"Guadalupe, TX",166847,1,125
13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX",48199,"Hardin, TX",57602,1,77
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48201,"Harris, TX",4713325,93,16304
30980,"Longview, TX","Longview, TX",48203,"Harrison, TX",66553,1,149
12420,"Austin-Round Rock-Georgetown, TX",Austin,48209,"Hays, TX",230191,4,354
32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",48215,"Hidalgo, TX",868707,17,2446
21340,"El Paso, TX","El Paso, TX",48229,"Hudspeth, TX",4886,0,0
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48231,"Hunt, TX",98594,3,271
41660,"San Angelo, TX","San Angelo, TX",48235,"Irion, TX",1536,0,0
13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX",48245,"Jefferson, TX",251565,14,1699
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48251,"Johnson, TX",175817,1,137
10180,"Abilene, TX","Abilene, TX",48253,"Jones, TX",20083,3,95
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48257,"Kaufman, TX",136154,3,484
41700,"San Antonio-New Braunfels, TX",San Antonio,48259,"Kendall, TX",47431,0,0
28660,"Killeen-Temple, TX","Killeen-Temple, TX",48281,"Lampasas, TX",21428,1,25
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48291,"Liberty, TX",88219,3,136
31180,"Lubbock, TX","Lubbock, TX",48303,"Lubbock, TX",310569,10,1640
31180,"Lubbock, TX","Lubbock, TX",48305,"Lynn, TX",5951,1,24
47380,"Waco, TX","Waco, TX",48309,"McLennan, TX",256623,5,1015
